Date,Average temperature,Average humidity,Average dewpoint,Average barometer,Average windspeed,Average gustspeed,Average direction,Rainfall for month,Rainfall for year,Maximum rain per minute,Maximum temperature,Minimum temperature,Maximum humidity,Minimum humidity,Maximum pressure,Minimum pressure,Maximum windspeed,Maximum gust speed,Maximum heat index
2021-05-15,12.7,76,7.8,1010.3,0.9,1.4,278° (W),4.8,213.6,1.2,22.3,5.7,98,40,1012.0,1008.0,3.6,5.1,25.3
2021-05-16,13.7,91,12.0,1008.8,0.7,1.2,330° (NNW),19.2,228.0,3.6,21.4,9.7,98,52,1010.0,1007.0,4.1,6.7,25.1
2021-05-17,12.7,90,10.9,1008.3,0.2,0.4,24° (NNE),21.6,230.4,1.2,19.3,5.4,98,53,1010.0,1007.0,2.6,4.1,19.3
2021-05-18,15.2,65,7.5,1010.1,2.4,3.6,334° (NNW),21.6,230.4,0.0,21.6,8.9,98,32,1013.0,1007.0,6.7,11.3,25.2
2021-05-19,15.2,64,6.8,1010.9,0.6,1.0,131° (SE),21.6,230.4,0.0,26.4,5.0,98,26,1013.0,1007.0,3.6,5.1,26.1
2021-05-20,13.6,76,8.8,1008.3,2.2,3.2,320° (NW),25.2,234.0,2.4,21.5,9.5,95,37,1012.0,1006.0,5.7,7.7,25.3
2021-05-21,12.9,76,8.3,1015.0,1.8,2.7,333° (NNW),25.2,234.0,0.0,20.3,9.0,97,44,1019.0,1012.0,4.6,7.7,25.3
2021-05-22,15.4,64,6.7,1017.5,0.6,1.0,298° (WNW),25.2,234.0,0.0,26.9,4.5,98,23,1019.0,1015.0,3.1,4.6,26.4
2021-05-23,18.3,61,8.9,1017.2,0.8,1.2,141° (SE),25.2,234.0,0.0,30.0,7.7,97,28,1018.1,1016.0,3.6,5.1,28.8
2021-05-24,20.7,58,10.8,1020.6,1.3,1.9,317° (NW),25.2,234.0,0.0,30.7,10.9,95,28,1022.0,1018.0,4.1,6.7,29.3
2021-05-25,18.8,72,13.4,1020.2,1.7,2.4,139° (SE),25.2,234.0,0.0,23.2,14.4,93,57,1022.0,1018.0,4.1,6.2,24.9
2021-05-26,19.3,77,14.6,1016.7,1.4,2.0,76° (ENE),25.2,234.0,0.0,28.2,11.4,98,48,1018.0,1014.0,4.6,6.2,28.6
2021-05-27,18.0,73,12.7,1014.5,1.1,1.8,130° (SE),25.2,234.0,0.0,23.9,14.0,91,52,1017.0,1012.0,4.1,6.2,25.3
2021-05-28,14.3,90,12.7,1014.0,1.5,2.3,325° (NW),30.0,238.8,1.2,19.4,12.1,98,65,1016.0,1012.0,7.7,11.3,19.4
2021-05-29,17.4,57,8.0,1015.5,2.2,3.1,339° (NNW),30.0,238.8,0.0,25.9,11.0,84,32,1016.0,1014.0,4.6,7.7,25.9
2021-05-30,14.6,67,8.0,1015.6,1.6,2.4,343° (NNW),31.2,240.0,1.2,20.8,10.0,96,42,1016.0,1015.0,4.1,6.7,25.3
2021-05-31,12.3,81,8.8,1013.6,1.5,2.4,334° (NNW),37.2,246.0,1.2,18.3,8.7,98,53,1016.0,1012.0,3.6,6.2,18.3
2021-06-01,11.2,80,7.7,1012.2,2.2,3.3,338° (NNW),0.0,238.8,0.0,16.5,7.3,97,56,1016.0,1011.0,5.7,8.7,16.5
2021-06-02,14.1,69,8.0,1017.2,1.8,2.6,340° (NNW),0.0,238.8,0.0,20.2,9.7,91,43,1020.0,1015.0,4.6,6.7,25.3
2021-06-03,15.2,62,6.4,1020.2,1.5,2.3,343° (NNW),0.0,238.8,0.0,24.3,6.3,98,31,1023.0,1019.0,6.2,9.8,25.1
2021-06-04,16.5,64,8.8,1022.4,0.8,1.3,355° (N),0.0,238.8,0.0,24.3,10.5,89,35,1023.0,1021.0,3.1,5.1,25.3
2021-06-05,17.6,61,8.2,1020.6,0.8,1.2,153° (SSE),0.0,238.8,0.0,29.4,6.7,98,25,1023.0,1018.0,3.6,5.1,28.1
2021-06-06,17.7,70,10.8,1016.8,1.0,1.6,353° (N),10.8,249.6,2.4,29.3,8.6,98,30,1019.0,1015.0,5.1,9.3,28.2
2021-06-07,16.9,93,15.6,1016.9,0.3,0.5,242° (WSW),10.8,249.6,0.0,21.7,14.3,98,71,1018.0,1016.0,2.6,4.1,23.3
2021-06-08,16.8,85,14.0,1015.7,0.6,1.0,329° (NNW),12.0,250.8,1.2,25.9,12.1,98,45,1017.0,1015.0,3.6,6.2,26.4
2021-06-09,17.9,74,12.0,1014.6,0.7,1.1,327° (NNW),12.0,250.8,0.0,28.6,9.6,98,32,1015.0,1013.0,3.6,6.7,27.7
2021-06-10,18.3,71,11.7,1014.0,1.0,1.5,326° (NNW),12.0,250.8,0.0,28.4,10.1,98,33,1015.0,1013.0,4.1,6.7,27.6
2021-06-11,16.4,79,12.3,1014.6,0.9,1.4,49° (NE),14.4,253.2,1.2,25.1,10.1,98,42,1016.0,1014.0,5.1,8.7,25.8
2021-06-12,17.3,78,12.7,1015.5,0.9,1.5,329° (NNW),14.4,253.2,0.0,26.5,12.6,98,36,1017.0,1015.0,4.6,6.2,26.5
2021-06-13,16.1,78,11.8,1014.8,1.9,2.7,334° (NNW),14.4,253.2,0.0,23.7,10.3,98,50,1016.0,1014.0,6.7,10.3,25.3
2021-06-14,14.1,71,8.5,1014.4,1.4,2.2,338° (NNW),22.8,261.6,1.2,19.9,10.7,97,41,1016.0,1014.0,5.1,7.7,19.9
2021-06-15,14.5,75,9.5,1014.3,1.7,2.6,335° (NNW),22.8,261.6,0.0,21.5,8.5,98,44,1016.0,1013.0,4.6,6.7,25.3
2021-06-16,19.4,65,12.2,1013.6,1.9,2.8,338° (NNW),22.8,261.6,0.0,27.6,15.0,86,42,1017.0,1012.0,4.6,6.7,27.5
2021-06-17,20.9,71,14.0,1017.6,1.1,1.8,336° (NNW),25.2,264.0,1.2,30.8,14.3,98,31,1020.0,1016.0,5.1,7.7,29.9
2021-06-18,18.2,82,14.7,1016.7,1.0,1.4,346° (NNW),25.2,264.0,0.0,24.3,12.4,98,51,1019.0,1015.0,4.1,6.2,25.5
2021-06-19,20.1,80,16.0,1014.1,1.6,2.4,335° (NNW),27.6,266.4,1.2,28.1,16.0,98,40,1015.0,1013.0,4.6,6.7,27.9
2021-06-20,19.9,74,14.5,1013.7,1.4,2.0,328° (NNW),27.6,266.4,0.0,29.9,13.4,98,39,1015.0,1012.0,5.7,7.7,29.6
2021-06-21,21.4,70,14.3,1013.1,0.8,1.2,314° (NW),27.6,266.4,0.0,32.7,12.6,98,31,1014.0,1012.0,3.6,5.1,31.9
2021-06-22,24.0,71,17.5,1014.3,0.8,1.3,320° (NW),27.6,266.4,0.0,33.5,16.7,98,37,1016.0,1013.0,3.6,5.1,34.1
2021-06-23,25.6,66,17.0,1017.5,1.0,1.5,328° (NNW),27.6,266.4,0.0,35.8,16.4,98,29,1020.0,1016.0,4.1,6.7,35.9
2021-06-24,26.2,63,16.8,1019.5,0.7,1.1,314° (NW),27.6,266.4,0.0,36.9,16.4,96,28,1020.0,1018.0,3.1,5.1,37.0
2021-06-25,26.8,61,16.5,1017.5,1.0,1.5,344° (NNW),27.6,266.4,0.0,37.8,17.2,95,23,1019.0,1016.0,4.6,6.7,37.9
2021-06-26,23.8,70,16.8,1016.3,1.1,1.7,158° (SSE),30.0,268.8,1.2,33.1,15.7,97,29,1019.0,1014.0,8.2,14.9,33.2
2021-06-27,22.8,70,15.8,1017.1,1.2,1.8,328° (NNW),30.0,268.8,0.0,32.7,14.8,98,38,1019.0,1016.0,4.1,6.7,33.1
2021-06-28,23.6,63,13.8,1019.2,0.8,1.3,320° (NW),30.0,268.8,0.0,34.6,14.2,98,20,1020.0,1018.0,4.1,6.7,33.1
2021-06-29,24.2,67,16.6,1018.1,0.8,1.3,134° (SE),30.0,268.8,0.0,35.1,14.8,95,37,1020.0,1016.0,3.1,4.6,36.8
2021-06-30,25.4,68,18.2,1016.1,1.0,1.4,133° (SE),30.0,268.8,0.0,34.5,17.0,95,39,1017.0,1015.0,4.6,6.7,36.5
2021-07-01,25.1,70,17.6,1012.8,0.9,1.4,275° (W),0.0,295.2,0.0,35.5,18.3,98,28,1015.0,1009.0,6.2,11.3,35.8
2021-07-02,21.7,67,14.2,1013.0,2.3,3.3,337° (NNW),0.0,295.2,0.0,29.9,16.0,97,36,1014.0,1012.0,5.1,9.3,29.4
2021-07-03,19.9,57,10.5,1014.2,2.6,3.8,328° (NNW),0.0,295.2,0.0,27.3,14.6,79,34,1015.0,1013.0,6.2,10.3,26.9
2021-07-04,21.5,54,10.4,1013.5,2.0,2.9,332° (NNW),0.0,295.2,0.0,30.5,13.1,88,27,1015.0,1012.0,5.7,9.8,29.1
2021-07-05,20.1,65,12.4,1011.4,1.0,1.5,317° (NW),0.0,295.2,0.0,31.7,11.3,90,32,1013.0,1010.0,4.6,8.2,30.8
2021-07-06,22.9,63,13.9,1013.9,1.4,2.1,333° (NNW),0.0,295.2,0.0,32.7,13.7,98,29,1016.0,1012.0,5.1,6.7,31.9
2021-07-07,23.5,61,14.4,1017.3,0.7,1.2,305° (NW),0.0,295.2,0.0,34.2,13.8,93,31,1020.0,1016.0,3.6,5.1,34.0
2021-07-08,24.0,66,16.5,1020.8,0.7,1.2,168° (SSE),0.0,295.2,0.0,32.7,15.8,97,36,1022.0,1020.0,3.6,5.7,33.1
2021-07-09,23.5,62,14.7,1020.8,1.1,1.7,126° (SE),0.0,295.2,0.0,31.5,16.1,95,32,1023.0,1019.0,3.6,5.7,30.6
2021-07-10,22.9,52,11.8,1017.5,0.9,1.5,136° (SE),0.0,295.2,0.0,32.4,14.5,84,32,1020.0,1015.0,3.6,5.1,31.9
2021-07-11,22.8,50,10.6,1016.0,1.1,1.7,132° (SE),0.0,295.2,0.0,32.0,12.5,88,24,1018.0,1014.0,3.6,6.2,30.4
2021-07-12,23.8,56,13.3,1015.8,0.7,1.1,50° (NE),0.0,295.2,0.0,34.3,14.0,93,27,1017.0,1015.0,3.6,5.1,33.2
2021-07-13,24.6,56,13.2,1016.0,0.7,1.1,79° (E),0.0,295.2,0.0,36.5,14.4,93,19,1017.0,1015.0,2.6,4.1,35.4
2021-07-14,25.6,53,13.5,1016.4,1.0,1.5,137° (SE),0.0,295.2,0.0,36.4,15.6,89,21,1017.0,1015.0,3.6,5.1,35.4
2021-07-15,26.0,58,16.0,1015.3,1.6,2.4,129° (SE),0.0,295.2,0.0,32.8,19.1,91,34,1017.0,1013.0,4.1,6.2,32.4
2021-07-16,25.1,46,12.0,1012.9,1.6,2.4,131° (SE),0.0,295.2,0.0,32.9,16.6,77,31,1015.0,1010.0,4.6,6.7,32.7
2021-07-17,24.9,43,10.5,1010.3,1.7,2.6,123° (ESE),0.0,295.2,0.0,33.5,15.4,75,21,1012.0,1008.0,5.1,9.3,31.7
2021-07-18,23.5,63,15.1,1008.6,1.6,2.4,130° (SE),31.2,326.4,2.4,32.9,17.9,98,32,1010.0,1007.0,6.2,9.8,32.5
2021-07-19,23.2,76,17.9,1009.6,1.6,2.4,108° (ESE),33.6,328.8,1.2,31.6,17.5,98,43,1011.0,1008.0,6.2,8.7,32.6
2021-07-20,22.8,72,16.7,1012.2,1.9,2.9,333° (NNW),33.6,328.8,0.0,30.6,18.2,98,40,1015.0,1011.0,5.7,8.7,30.7
2021-07-21,21.9,57,11.7,1016.7,3.0,4.3,328° (NNW),33.6,328.8,0.0,28.0,16.8,92,31,1019.0,1015.0,7.2,11.3,27.2
2021-07-22,20.8,57,11.3,1018.1,1.6,2.4,336° (NNW),33.6,328.8,0.0,28.7,14.6,87,32,1019.0,1017.0,5.1,7.7,27.8
2021-07-23,20.6,61,11.1,1016.5,0.7,1.1,341° (NNW),33.6,328.8,0.0,31.0,11.5,96,27,1018.0,1015.0,4.1,6.2,29.6
2021-07-24,18.8,75,13.6,1016.4,0.7,1.1,149° (SSE),40.8,336.0,1.2,28.0,12.6,97,40,1017.0,1016.0,3.6,6.2,27.7
2021-07-25,20.5,66,12.2,1017.5,0.6,1.0,161° (SSE),40.8,336.0,0.0,32.2,10.9,98,28,1019.0,1017.0,3.6,4.6,30.9
2021-07-26,23.5,55,12.3,1019.1,0.7,1.2,151° (SSE),40.8,336.0,0.0,35.3,13.8,91,23,1020.0,1018.0,3.6,4.6,34.0
2021-07-27,25.2,56,13.6,1019.9,0.7,1.1,311° (NW),40.8,336.0,0.0,37.5,14.9,90,19,1021.0,1018.0,3.6,5.7,37.3
2021-07-28,25.6,58,14.7,1018.6,0.5,0.8,277° (W),40.8,336.0,0.0,37.5,15.7,93,22,1020.0,1017.0,2.6,4.1,37.0
2021-07-29,26.6,51,13.0,1016.0,0.9,1.4,325° (NW),40.8,336.0,0.0,38.1,16.2,90,17,1018.0,1014.0,4.1,5.7,36.6
2021-07-30,28.3,46,12.5,1013.2,1.0,1.5,338° (NNW),40.8,336.0,0.0,37.7,15.5,88,18,1015.0,1011.0,4.1,6.2,35.9
2021-07-31,31.4,41,13.6,1012.5,0.9,1.5,50° (NE),56.4,351.6,2.4,37.7,18.2,98,18,1015.0,1012.0,6.2,8.2,36.1
2021-08-01,25.5,64,15.7,1014.0,0.5,1.0,315° (NW),0.0,373.2,0.0,37.9,16.1,98,19,1016.0,1012.0,3.6,5.7,38.0
2021-08-02,26.8,52,12.7,1012.9,1.2,1.9,290° (WNW),0.0,373.2,0.0,38.6,16.2,95,16,1014.0,1011.0,7.2,9.3,36.7
2021-08-03,25.8,52,13.6,1016.1,1.6,2.3,331° (NNW),0.0,373.2,0.0,34.6,17.9,91,27,1018.0,1014.0,4.1,5.7,33.6
2021-08-04,25.3,51,12.6,1016.4,0.8,1.4,322° (NW),0.0,373.2,0.0,36.5,15.8,88,21,1018.0,1015.0,4.1,6.7,35.4
2021-08-05,25.0,59,15.4,1012.2,0.9,1.3,145° (SE),0.0,373.2,0.0,35.9,16.0,85,29,1016.0,1007.0,3.6,5.1,36.2
2021-08-06,23.6,55,13.1,1007.4,2.3,3.4,329° (NNW),7.2,380.4,2.4,30.1,18.0,98,30,1010.0,1006.0,6.7,9.8,29.1
2021-08-07,21.8,53,10.6,1012.7,1.3,2.0,325° (NW),7.2,380.4,0.0,31.7,13.1,85,27,1015.0,1010.0,4.6,6.2,30.4
2021-08-08,22.8,54,10.6,1016.2,0.6,1.0,206° (SSW),7.2,380.4,0.0,36.1,12.1,92,19,1018.0,955.0,3.6,30.9,34.2
2021-08-09,23.1,54,12.6,1018.3,1.0,1.3,327° (NNW),7.2,380.4,0.0,37.0,-74.0,89,20,1019.0,1017.0,4.6,6.2,35.7
2021-08-10,25.9,52,13.4,1017.9,1.0,1.5,327° (NNW),7.2,380.4,0.0,37.2,16.1,89,22,1020.0,1016.0,5.1,7.7,36.5
2021-08-11,25.1,53,12.7,1016.0,1.1,1.7,329° (NNW),7.2,380.4,0.0,35.7,16.4,89,20,1017.0,1014.0,4.6,7.7,34.1
2021-08-12,23.9,62,14.4,1018.9,1.0,1.5,318° (NW),13.2,386.4,2.4,32.2,16.2,98,29,1021.0,1017.0,4.6,6.2,31.2
2021-08-13,23.7,53,11.9,1022.1,1.1,1.6,321° (NW),13.2,386.4,0.0,33.8,14.0,90,27,1039.7,1021.0,4.6,6.7,32.7
2021-08-14,23.2,56,12.8,1023.9,0.8,1.3,23° (NNE),13.2,386.4,0.0,32.2,10.1,90,29,1025.0,1022.0,3.6,6.2,30.9
2021-08-15,22.3,55,11.3,1020.6,0.7,1.1,199° (SSW),13.2,386.4,0.0,34.1,12.6,90,26,1023.0,1018.0,3.6,5.1,32.9
2021-08-16,22.8,49,8.7,1018.0,0.8,1.2,129° (SE),13.2,386.4,0.0,34.0,12.8,88,17,1020.0,1016.0,4.1,5.1,31.8
2021-08-17,23.7,45,10.0,1014.7,0.8,1.3,121° (ESE),13.2,386.4,0.0,35.9,13.6,74,24,1017.0,1012.0,4.1,6.2,35.0
2021-08-18,22.5,63,14.0,1014.6,2.4,3.6,327° (NNW),14.4,387.6,1.2,31.1,16.3,95,34,1017.0,1013.0,6.7,9.8,30.6
2021-08-19,20.5,56,10.0,1016.1,1.8,2.6,329° (NNW),14.4,387.6,0.0,30.1,14.1,94,27,1017.0,1014.0,4.6,6.2,28.7
2021-08-20,20.4,60,11.4,1017.3,0.9,1.4,147° (SSE),14.4,387.6,0.0,30.6,12.4,92,33,1018.0,1016.0,4.1,5.1,29.7
2021-08-21,20.9,58,11.0,1018.7,0.6,1.0,186° (S),14.4,387.6,0.0,30.2,13.3,90,30,1020.0,1018.0,3.6,4.6,28.9
2021-08-22,21.3,55,10.6,1019.7,0.6,1.0,196° (SSW),14.4,387.6,0.0,30.7,12.5,91,28,1020.0,1018.0,3.1,4.6,29.3
2021-08-23,22.0,51,9.9,1019.2,1.2,1.8,119° (ESE),14.4,387.6,0.0,30.2,13.5,87,25,1021.0,1017.0,4.1,6.2,28.7
2021-08-24,22.4,54,11.1,1017.1,0.9,1.4,158° (SSE),14.4,387.6,0.0,32.7,14.0,92,26,1019.0,1015.0,4.1,5.7,31.3
2021-08-25,19.8,65,12.2,1015.3,0.9,1.4,148° (SSE),32.4,405.6,4.8,30.1,12.5,98,31,1017.0,1013.0,4.1,8.7,28.9
2021-08-26,19.0,89,17.0,1013.7,0.7,1.2,335° (NNW),34.8,408.0,1.2,25.0,15.8,98,64,1016.5,1012.0,3.1,4.1,26.0
2021-08-27,21.3,80,17.1,1012.4,0.6,0.9,165° (SSE),34.8,408.0,0.0,28.9,17.3,98,45,1014.0,1012.0,2.6,5.1,29.4
2021-08-28,21.0,77,16.4,1013.1,1.3,2.0,287° (WNW),69.6,442.8,3.6,28.7,17.0,98,51,1015.0,1011.0,4.1,6.7,29.5
2021-08-29,19.8,92,18.4,1010.2,0.7,1.2,309° (NW),78.0,451.2,1.2,25.8,16.4,98,68,1012.0,1008.0,5.7,7.7,27.1
2021-08-30,17.8,72,11.7,1013.8,1.9,2.9,340° (NNW),78.0,451.2,0.0,25.1,12.3,98,39,1017.0,1012.0,5.1,6.7,25.8
2021-08-31,18.0,66,10.0,1016.3,0.6,0.9,282° (WNW),78.0,451.2,0.0,28.6,8.5,98,31,1017.0,1015.0,3.6,5.7,27.7
2021-09-01,17.3,65,9.7,1017.5,2.2,3.1,329° (NNW),0.0,384.0,0.0,24.7,11.0,96,35,1020.0,1017.0,7.2,11.8,25.5
2021-09-02,16.9,59,8.2,1020.4,2.2,3.2,332° (NNW),0.0,384.0,0.0,23.5,11.1,84,37,1023.0,1020.0,5.7,8.2,25.2
2021-09-03,16.2,62,7.9,1020.8,0.6,1.0,140° (SE),0.0,384.0,0.0,25.3,7.3,96,33,1023.0,1018.0,3.1,4.1,25.6
2021-09-04,16.5,66,8.9,1017.4,0.5,0.9,324° (NW),0.0,384.0,0.0,26.6,7.1,98,35,1019.0,1015.0,3.1,6.2,26.5
2021-09-05,16.4,65,8.9,1018.8,0.7,1.1,144° (SE),0.0,384.0,0.0,23.8,8.4,94,39,1021.0,1017.0,3.6,5.1,25.3
2021-09-06,16.0,76,11.5,1022.9,0.8,1.4,140° (SE),0.0,384.0,0.0,22.4,10.9,93,50,1025.0,1021.0,3.1,5.1,25.1
2021-09-07,15.4,68,8.6,1024.6,1.4,2.0,133° (SE),0.0,384.0,0.0,21.3,9.1,98,36,1026.0,1023.0,5.1,7.7,25.2
2021-09-08,15.7,62,8.0,1023.2,1.6,2.4,119° (ESE),0.0,384.0,0.0,20.9,11.7,80,42,1025.0,1021.0,5.7,8.2,25.3
2021-09-09,14.6,85,12.1,1020.6,0.8,1.3,111° (ESE),0.0,384.0,0.0,17.9,13.0,98,70,1022.0,1020.0,3.1,5.1,17.9
2021-09-10,17.1,70,10.0,1018.5,0.5,0.8,76° (ENE),0.0,384.0,0.0,26.2,11.0,98,31,1020.0,1017.0,3.1,4.6,26.1
2021-09-11,15.9,61,6.4,1017.6,0.5,0.8,221° (SW),0.0,384.0,0.0,28.4,6.4,96,20,1019.0,1016.0,3.6,4.6,27.0
2021-09-12,15.9,60,6.7,1015.5,0.4,0.6,176° (S),0.0,384.0,0.0,28.0,6.1,90,29,1017.0,1014.0,3.1,3.6,27.1
2021-09-13,17.0,61,8.2,1015.6,0.5,0.7,293° (WNW),0.0,384.0,0.0,27.8,7.9,91,30,1017.0,1015.0,3.1,4.6,27.0
2021-09-14,17.6,59,7.7,1017.4,0.6,0.9,247° (WSW),0.0,384.0,0.0,29.7,8.0,92,23,1019.0,1016.0,3.6,5.1,28.2
2021-09-15,17.7,60,8.5,1018.7,0.4,0.7,192° (SSW),0.0,384.0,0.0,28.9,8.2,91,30,1020.0,1017.0,3.1,5.7,27.8
2021-09-16,18.9,57,8.2,1018.4,0.6,0.9,354° (N),0.0,384.0,0.0,30.6,7.8,93,21,1019.0,1017.0,3.6,5.7,28.8
2021-09-17,21.0,58,11.7,1015.1,0.6,1.0,306° (NW),0.0,384.0,0.0,32.0,14.9,80,29,1018.0,1013.0,4.6,7.7,30.7
2021-09-18,17.5,84,14.6,1013.6,1.6,2.4,329° (NNW),4.8,388.8,1.2,21.4,12.0,97,57,1016.0,1012.0,6.2,8.7,24.8
2021-09-19,16.0,89,13.9,1014.7,0.7,1.2,329° (NNW),4.8,388.8,0.0,24.1,11.4,98,55,1016.0,1013.0,3.6,5.7,25.4
2021-09-20,16.6,86,13.9,1013.9,0.8,1.2,319° (NW),4.8,388.8,0.0,26.7,11.8,98,42,1018.0,1011.0,5.1,9.8,26.9
2021-09-21,14.8,66,8.2,1020.7,2.6,3.9,336° (NNW),4.8,388.8,0.0,20.1,10.5,89,46,1023.0,1018.0,6.2,10.3,25.2
2021-09-22,10.8,70,5.4,1019.9,2.2,3.2,323° (NW),4.8,388.8,0.0,12.8,8.0,84,53,1023.0,1018.0,5.1,8.2,12.8
2021-09-23,12.0,63,4.5,1018.9,1.9,2.8,330° (NNW),4.8,388.8,0.0,18.7,8.3,85,37,1021.0,1017.0,4.6,6.7,18.7
2021-09-24,13.0,55,2.9,1017.1,1.5,2.2,333° (NNW),4.8,388.8,0.0,24.0,3.1,89,26,1020.0,1015.0,5.1,7.7,25.0
2021-09-25,16.4,56,6.8,1020.4,1.0,1.5,343° (NNW),4.8,388.8,0.0,26.6,7.3,80,33,1023.0,1018.0,4.1,6.2,26.3
2021-09-26,17.1,67,9.4,1021.7,0.4,0.7,345° (NNW),4.8,388.8,0.0,29.3,7.8,96,30,1023.0,1019.0,3.1,4.6,28.2
2021-09-27,16.9,68,9.9,1018.5,0.5,0.8,164° (SSE),4.8,388.8,0.0,28.3,7.9,96,33,1020.0,1017.0,3.1,5.7,27.5
2021-09-28,15.2,90,13.4,1019.1,0.8,1.3,137° (SE),10.8,394.8,2.4,19.9,13.0,98,63,1021.0,1018.0,3.1,4.1,19.9
2021-09-29,12.8,96,12.1,1022.0,1.1,1.9,124° (SE),10.8,394.8,0.0,14.5,11.8,98,92,1024.0,1020.0,3.1,5.1,14.5
2021-09-30,13.2,79,9.6,1023.6,1.2,1.8,111° (ESE),10.8,394.8,0.0,15.9,9.5,94,62,1025.0,1022.0,3.6,5.1,15.9
2021-10-01,12.4,74,7.4,1024.4,0.8,1.3,133° (SE),0.0,492.0,0.0,16.6,9.1,97,47,1025.0,1022.0,3.1,5.7,16.6
2021-10-02,9.8,67,3.3,1022.9,0.7,1.0,134° (SE),0.0,492.0,0.0,18.9,2.3,96,38,1024.0,1022.0,3.1,5.1,18.9
2021-10-03,9.6,67,2.6,1023.3,0.5,0.9,142° (SE),0.0,492.0,0.0,22.2,0.2,96,33,1025.0,1021.0,3.1,5.7,25.0
2021-10-04,10.7,66,3.5,1023.3,0.5,0.8,114° (ESE),0.0,492.0,0.0,23.7,1.3,92,31,1024.0,1021.0,3.1,4.6,25.2
2021-10-05,10.6,70,4.8,1023.2,1.0,1.5,119° (ESE),0.0,492.0,0.0,19.6,2.2,91,45,1025.0,1022.0,4.1,6.2,19.6
2021-10-06,10.7,75,6.4,1023.0,1.2,1.8,135° (SE),0.0,492.0,0.0,14.2,8.2,86,61,1025.0,1021.0,3.6,5.7,14.2
2021-10-07,10.8,86,8.4,1020.8,2.6,3.8,119° (ESE),3.6,495.6,1.2,12.8,9.4,98,66,1023.0,1020.0,4.6,7.7,12.8
2021-10-08,9.3,98,9.0,1020.5,1.2,2.2,123° (ESE),27.6,519.6,2.4,10.2,8.9,98,98,1021.0,1019.0,4.1,6.7,10.2
2021-10-09,7.9,98,7.6,1021.6,0.3,0.8,196° (SSW),58.8,550.8,2.4,9.6,6.3,98,98,1023.0,1019.0,2.1,3.6,9.6
2021-10-10,8.7,98,8.4,1022.2,1.8,3.0,122° (ESE),61.2,553.2,1.2,9.2,8.3,98,98,1023.0,1021.0,4.1,6.2,9.2
2021-10-11,9.8,98,9.5,1016.5,0.6,1.3,137° (SE),64.8,556.8,1.2,11.2,8.7,98,98,1021.0,1014.0,3.6,6.2,11.2
2021-10-12,9.0,98,8.7,1010.9,1.3,2.2,324° (NW),81.6,573.6,2.4,10.5,7.7,98,98,1014.0,1009.0,3.6,5.7,10.5
2021-10-13,8.2,84,5.5,1013.6,1.7,2.5,332° (NNW),81.6,573.6,0.0,11.8,5.6,98,60,1018.0,1011.0,4.1,6.2,11.8
2021-10-14,5.0,97,4.5,1018.8,1.0,1.8,319° (NW),99.6,591.6,2.4,6.7,3.4,98,87,1020.0,1017.0,2.1,3.6,6.7
2021-10-15,6.3,98,6.0,1014.9,0.0,0.1,309° (NW),105.6,597.6,1.2,9.5,3.6,98,98,1018.3,1012.0,1.0,2.6,9.5
2021-10-16,8.4,98,8.1,1013.1,1.5,2.5,319° (NW),108.0,600.0,1.2,10.3,6.9,98,98,1018.0,1010.0,3.1,5.7,10.3
2021-10-17,10.8,90,9.1,1019.3,1.5,2.1,340° (NNW),108.0,600.0,0.0,15.3,8.0,98,70,1022.0,1017.0,3.1,4.6,15.3
2021-10-18,11.0,90,9.4,1022.2,0.4,0.6,332° (NNW),108.0,600.0,0.0,14.9,8.5,98,71,1025.0,1021.0,2.6,3.6,14.9
2021-10-19,9.7,77,5.2,1026.5,0.7,1.2,336° (NNW),108.0,600.0,0.0,17.9,3.7,98,43,1028.0,1025.0,3.1,4.6,17.9
2021-10-20,7.4,82,3.9,1026.7,0.4,0.6,138° (SE),108.0,600.0,0.0,19.1,0.5,98,42,1028.0,1024.0,2.6,4.1,19.1
2021-10-21,8.5,84,5.4,1020.3,0.3,0.6,149° (SSE),108.0,600.0,0.0,20.3,2.3,98,43,1025.0,1017.0,2.6,3.6,25.3
2021-10-22,11.0,78,6.4,1018.7,0.6,0.8,318° (NW),108.0,600.0,0.0,21.5,2.4,98,37,1020.0,1017.0,4.1,6.2,25.2
2021-10-23,10.9,88,8.8,1020.6,1.1,1.6,343° (NNW),108.0,600.0,0.0,19.0,4.4,98,57,1023.0,1018.0,4.1,6.2,19.0
2021-10-24,8.8,75,4.1,1026.2,2.0,2.8,335° (NNW),108.0,600.0,0.0,15.1,2.5,98,43,1030.0,1023.0,4.6,8.7,15.1
2021-10-25,5.1,72,-0.1,1028.6,1.0,1.6,119° (ESE),108.0,600.0,0.0,12.7,0.3,97,41,1030.0,1027.0,4.1,6.7,12.7
2021-10-26,3.1,77,-0.9,1024.9,0.6,0.9,131° (SE),108.0,600.0,0.0,12.0,-40.2,95,47,1028.0,1023.0,3.6,4.1,12.0
2021-10-27,7.2,75,2.6,1024.2,0.4,0.7,167° (SSE),108.0,600.0,0.0,16.3,1.9,95,43,1026.0,1023.0,2.6,3.6,16.3
2021-10-28,5.1,77,0.6,1025.2,0.4,0.7,162° (SSE),108.0,600.0,0.0,16.1,-1.4,98,35,1027.0,1023.0,3.1,4.6,16.1
